,Dataset,Story,Reid,Thomas,Elahe,Agreement,Gold,Label,Narrative Clause
train,Thomas,39,Action,Action,Action,3,Action,Action,While I sat the 34 pulled up
train,Thomas,39,Action,Action,Action,3,Action,Action,then left.
train,Thomas,39,Action,Action,Action,3,Action,Action,"Then the 107 pulled up,"
train,Thomas,39,Action,Action,Action,3,Action,Action,and then left.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I was pretty much freaking out silently.
train,Thomas,39,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,Nowhere was a driver to be found.
train,Thomas,39,Action,Action,Evaluation,2,Action,Action,"Some people even got off the bus, which I so wish I would've done, and got on the other buses."
train,Thomas,39,Action,Action,Action,3,Action,Action,About 20 minutes later a driver emerged from the station
train,Thomas,39,Action,Action,Action,3,Action,Action,", hopped right on and we were off."
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The waiting was painful.
train,Thomas,39,Evaluation,Action,Stative - Consequence,1,Stative - Consequence,Action,However I'm learning.
train,Thomas,39,Evaluation,Action,Stative - Consequence,1,Action,Action,I'm learning about patience
train,Thomas,39,Evaluation,Evaluation,Stative - Consequence,2,Evaluation,Evaluation,and I'm learning about MARTA.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Oh I think I may have gotten double charged on this trip too.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I'm not sure exactly.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,If I was I suppose $1.75 in the grand scheme of things isn't a deal breaker.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I'm still glad I did it.
train,Thomas,39,Evaluation,Evaluation,Stative - Consequence,2,Evaluation,Evaluation,I learned other ways to get home based upon what time it is.
train,Thomas,39,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I'll keep trying.
train,Lyn,40,Orientation,Orientation,Orientation,3,Orientation,Orientation,"IÕm here in Salt Lake City, Utah for the StampinÕ Up! convention!!!"
train,Lyn,40,Orientation,Orientation,Orientation,3,Orientation,Orientation,I got in Tuesday afternoon
train,Lyn,40,Orientation,Orientation,Orientation,3,Orientation,Orientation,and quickly got settled in my hotel room that I am sharing with three other demonstrators.
train,Lyn,40,Orientation,Orientation,Orientation,3,Orientation,Orientation,IÕm staying at the Plaza Hotel
train,Lyn,40,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,and it is really nice!
train,Lyn,40,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"The beds are comforable,"
train,Lyn,40,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"the pillows are great,"
train,Lyn,40,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,and the whole hotel looks really nice.
train,Lyn,40,Action,Action,Orientation,2,Action,Action,"I met my first roommate, Robin,"
train,Lyn,40,Action,Action,Orientation,2,Action,Action,then we both took off for the evening.
train,Lyn,40,Action,Action,Action,3,Action,Action,"I had a quick dinner at the delicious Nauvoo Cafe,"
train,Lyn,40,Action,Action,Stative - Implied Action,2,Action,Action,then spent a few hours at the Salt Lake Temple.
train,Lyn,40,Action,Action,Action,3,Action,Action,"Later that evening I met Jen & Dallas, my other roommates."
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I am quite lucky.
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,IÕve never met these ladies before
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,and they are really nice!
train,Lyn,40,Action,Action,Action,3,Action,Action,We gave each other roomies gifts (which each included chocolate! lol)
train,Lyn,40,Action,Action,Stative - Implied Action,2,Action,Action,and got to know each other a little.
train,Lyn,40,Stative - Implied Action,Evaluation,Evaluation,2,Evaluation,Evaluation,"Yesterday morning, we couldnÕt wait to go over to the Salt Palace convention center to pick up our new convention bags!"
train,Lyn,40,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"Inside were plenty of goodies, including the brand-new catalog and three new stamp sets!"
train,Lyn,40,Action,Action,Stative - Implied Action,2,Action,Action,Then I spent almost three hours in line to get into Memento Mall.
train,Lyn,40,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,This is wear StampinÕ Up! sells souvenier type stuff.
train,Lyn,40,Action,Action,Action,3,Action,Action,"I bought a super cute new shirt with trimming from the new Windsor Knot designer series papers, a CD-rom with samples from convention classes, charms, cute chapsticks in our new Designer Series prints, and other fun things."
train,Lyn,40,Action,Action,Action,3,Action,Action,"Next, I went to lunch with Robin and Dallas."
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I really liked the Coca-Cola pork loin sandwich I had for dinner Tuesday night,"
train,Lyn,40,Action,Action,Action,3,Action,Action,so I recommended we go back to the Nauvoo Cafe for lunch.
train,Lyn,40,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,IÕm talking real sandwiches.
train,Lyn,40,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,With real homemade bread
train,Lyn,40,Stative- Local Context,Stative- Local Context,Action,2,Stative- Local Context,Orientation,and they carve the meat for your sandwich right in front of you.
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Yum!
train,Lyn,40,Action,Action,Action,3,Action,Action,"After lunch, the others went on the tour of the StampinÕ UpÕ canvas in Riverton."
train,Lyn,40,Action,Evaluation,Action,2,Action,Action,"I enjoyed wandering through Temple Square and got some pics of the temple, the other beautiful buildings, and the surrounding gardens."
train,Lyn,40,Action,Action,Action,3,Action,Action,"Then, I saw the LDS conference center through the trees"
train,Lyn,40,Stative - Implied Action,Action,Stative - Implied Action,2,Stative - Implied Action,Action,and decided to go take a tour.
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,The architecture and artwork are amazing!
train,Lyn,40,Action,Action,Action,3,Action,Action,"Last night, I went to the SCS dinner and swap."
train,Lyn,40,Stative- Local Context,Evaluation,Stative- Local Context,2,Stative- Local Context,Orientation,There were 400 of us there!
train,Lyn,40,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Despite the air conditioning being out, and having trouble with our server, I had a good time."
train,Lyn,40,Evaluation,Action,Evaluation,2,Evaluation,Evaluation,And I got some fabulous swaps to show you at my New Catalog Mystery Hostess party Aug 9th!
train,Lyn,41,Not Story,Not Story,Orientation,2,Not Story,Not Story,Turbo Kim.
train,Lyn,41,Not Story,Not Story,Evaluation,2,Not Story,Not Story,Thanks to Kris at Pygma for converting his creation to this nice souvenir.
train,Lyn,41,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Now, on with this week's story..."
train,Lyn,41,Orientation,Orientation,Orientation,3,Orientation,Orientation,The last month has been hectic.
train,Lyn,41,Evaluation,Orientation,Orientation,2,Orientation,Orientation,Turbo charged.
train,Lyn,41,Orientation,Stative - Consequence,Orientation,2,Orientation,Orientation,"Lot's of work because I was learning from Tim, my partner in crime."
train,Lyn,41,Evaluation,Stative - Consequence,Orientation,1,Orientation,Orientation,This hasn't been helped by the intense pressure in town due to the political transition coming to an end.
train,Lyn,41,Orientation,Action,Orientation,2,Orientation,Orientation,This week things started alright and on schedule.
train,Lyn,41,Action,Action,Orientation,2,Action,Action,But I managed to get myself arrested by the traffic police (rouleage) early last Wednesday.
train,Lyn,41,Action,Action,Action,3,Action,Action,After yelling excessively at their outright corrupted methods
train,Lyn,41,Action,Action,Action,3,Action,Action,"and asking incessently for what law I actually broke,"
train,Lyn,41,Action,Action,Action,3,Action,Action,they managed to bring me in at the police HQ.
train,Lyn,41,Action,Action,Evaluation,2,Action,Action,I was drawing too much of a curious crowd for the authorities.
train,Lyn,41,Action,Action,Action,3,Action,Action,In about half an hour at police HQ I had charmed every one around.
train,Lyn,41,Action,Action,Action,3,Action,Action,"I had prepared my ""gift"" as they wished."
train,Lyn,41,Action,Evaluation,Evaluation,2,Evaluation,Evaluation,"Decision witheld, they decided that I needn't to bother,"
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,they liked me too much.
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I should go free.
train,Lyn,41,Action,Action,Action,3,Action,Action,"I even managed to meet famous Raus, the big chief."
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,He was too happy to let me go when he realized I was no one.
train,Lyn,41,Action,Action,Action,3,Action,Action,"But then, a Major at his side noticed my Visa was expired."
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Damn!
train,Lyn,41,Stative- Local Context,Orientation,Orientation,2,Orientation,Orientation,My current Visa is being renewed in my other passport at Immigration's.
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Fuck.
train,Lyn,41,Stative - Consequence,Stative - Consequence,Evaluation,2,Stative - Consequence,Action,"In custody, for real."
train,Lyn,41,Orientation,Evaluation,Stative- Local Context,1,Evaluation,Evaluation,The best part at this moment in time: I didn't have ma phone.
train,Lyn,41,Evaluation,Stative- Local Context,Stative - Consequence,1,Evaluation,Evaluation,No contact with the exterior.
train,Lyn,41,Action,Action,Stative - Implied Action,2,Action,Action,So they decided I should write a letter to who ever was taking care of my Visa.
train,Lyn,41,Action,Action,Action,3,Action,Action,A policeman turned mailman was sent off on foot.
train,Lyn,41,Action,Action,Stative - Implied Action,2,Action,Action,"An hour later, things started sorting out,"
train,Lyn,41,Action,Action,Action,3,Action,Action,worried people started to find out where I was.
train,Lyn,41,Stative - Consequence,Action,Orientation,1,Stative - Consequence,Action,"Now an experienced suspect, I had yielded off attempts by several (but not most) policemen of all sorts to bribe my way out."
train,Lyn,41,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"Everyone was nice to me, albeit you can't really trust anyone's intentions using the following algorithm: Authority + Tiny Wage = Desperate Measureså_."
train,Lyn,41,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,It's now noon
train,Lyn,41,Stative - Implied Action,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,and my primary activity is killing mosquitoes flying by sitting on white plastic chair in Major's office.
train,Lyn,41,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,"And wondering why Major's computer, the only one in the station I saw, was neither plugged to the wall or to the screen."
train,Lyn,41,Action,Stative- Local Context,Action,2,Action,Action,The little attention he gave to me was reminders not to wear my cap in his presence.
train,Lyn,41,Evaluation,Stative - Implied Action,Evaluation,2,Evaluation,Evaluation,Back in the principal's office.
train,Lyn,41,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"Unfortunately, by the afternoon, I was still an illegal alien until proven otherwise."
train,Lyn,41,Action,Action,Action,3,Action,Action,Solution arrived at around 4pm:
train,Lyn,41,Action,Action,Action,3,Action,Action,someone backshished my escape.
train,Lyn,41,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,Cost: 250$.
train,Lyn,41,Action,Action,Stative - Consequence,2,Action,Action,I was proven innoncent.
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"You know who you are,"
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,so thanks a bunch for keeping out for me.
train,Lyn,41,Action,Action,Action,3,Action,Action,"With my newly claimed innocence, I had my share of farewells with about a dozen officers."
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,That sure put an end to my Turbo Speed.
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"At the other end, Major, I know you'll have a fantastic week end."
train,Lyn,41,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Enjoy it, it's your first democratic one."
development,Lyn,42,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I nearly forgot about this...
development,Lyn,42,Orientation,Orientation,Orientation,3,Orientation,Orientation,"When I was in Vienna in the middle of July, I saw there was a football exhibition taking place in the city."
development,Lyn,42,Orientation,Orientation,Orientation,3,Orientation,Orientation,The outside of the building was covered with the names of some of the legendary players.
development,Lyn,42,Orientation,Orientation,Orientation,3,Orientation,Orientation,"As far as I could see, there was only one Newcastle past or present listed."
development,Lyn,42,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,"Not Alan Shearer, not Jackie Milburn, not Supermac, not George Robledo, not Michael Owen."
development,Lyn,42,Not Story,Orientation,Evaluation,1,Orientation,Orientation,See
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,"This past winter quarter, I was rattling on to my WR 122 students about the many advantages of having grown up in Kellogg, Idaho,"
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,"no doubt boasting about the rotten egg stench of the air, the gray river running through town, and the privilege of being leaded,"
train,Lyn,43,Action,Action,Action,3,Action,Action,"when one of my students said,"
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,I live in Kellogg.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I've never seen you."""
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"You live in Kellogg, now?"
train,Lyn,43,Evaluation,Stative - Consequence,Evaluation,2,Evaluation,Evaluation,I looked like I'd just been told I was pregnant.
train,Lyn,43,Evaluation,Orientation,Evaluation,2,Evaluation,Evaluation,Yeah.
train,Lyn,43,Action,Action,Action,3,Action,Action,She recoiled a bit at my bitter beer face.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,You commute?
train,Lyn,43,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,I looked like I'd been told I'd be having twins.
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,I live in Eugene four days a week and the rest I'm in Kellogg.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,You drive over 500 miles a week to come to LCC?
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I was starting to feel flattered.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,What?
train,Lyn,43,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,"God, no."
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,It's only an hour to Kellogg.
train,Lyn,43,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"I live in Kellogg, Oregon."
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"There's a Kellogg, Oregon?"
train,Lyn,43,Evaluation,Evaluation,Orientation,2,Evaluation,Evaluation,Hell yeah.
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,"It's down by Elkton, on the way to Sutherlin."
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,I'm a volunteer fireman in Kellogg.
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,I live there on the weekends with my folks.
train,Lyn,43,Orientation,Orientation,Orientation,3,Orientation,Orientation,"I moved to Eugene in 1979 and I had never heard of Kellogg, Oregon, let alone been there."
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"I decided on July 30, 2008 that I'd rectify this situation."
train,Lyn,43,Action,Action,Action,3,Action,Action,"I drove to Kellogg, OR."
train,Lyn,43,Action,Action,Action,3,Action,Action,I took Hwy 38 to Elkton
train,Lyn,43,Action,Action,Action,3,Action,Action,and saw the sign I expected to turn south on Hwy 138.
train,Lyn,43,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,"The traffic sign pointed to Sutherlin and Roseburg,"
train,Lyn,43,Stative- Local Context,Stative- Local Context,Evaluation,2,Stative- Local Context,Orientation,but didn't mention Kellogg.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Odd, I thought."
train,Lyn,43,Action,Action,Action,3,Action,Action,I headed south.
train,Lyn,43,Action,Action,Action,3,Action,Action,Then I saw it:
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,My first thought: where's the population figure?
train,Lyn,43,Action,Action,Action,3,Action,Action,I looked to my left:
train,Lyn,43,Action,Action,Action,3,Action,Action,My right:
train,Lyn,43,Action,Action,Action,3,Action,Action,Then I saw a sign.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Maybe if I follow it, I'll find Kellogg."
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Maybe I'll see the volunteer fire house!
train,Lyn,43,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,"But, about fifteen yards up Kellogg Drive, this:"
train,Lyn,43,Stative- Local Context,Stative- Local Context,Orientation,2,Stative- Local Context,Orientation,"Often when I was kid, adults would tell me to leave Kellogg after high school."
train,Lyn,43,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,It's a dead end town.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,At least we had houses and churches and a firehouse.
train,Lyn,43,Action,Action,Action,3,Action,Action,"Then, just west of the Dead End sign, I saw this"
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"and I knew that Kellogg, Oregon had a past:"
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It must have been a lovely town.
train,Lyn,43,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,"Right after the ""Kellogg"" sign, a bridge spans the Umpqua River, shimmering on this late afternoon day:"
train,Lyn,43,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,And the wild plant life and blackberries thrived along Hwy 138:
train,Lyn,43,Action,Action,Action,3,Action,Action,I drove back to Elkton.
train,Lyn,43,Action,Action,Action,3,Action,Action,I saw a volunteer firehouse.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,It might be where my student is headquartered.
train,Lyn,43,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Maybe she works out of Sutherlin.
train,Lyn,43,Evaluation,Stative- Local Context,Evaluation,2,Evaluation,Evaluation,There hasn't been a firehouse in Kellogg for a long time.
train,Lyn,44,Evaluation,Orientation,Not Story,1,Not Story,Not Story,So just so you don't all think I'm heinous...the wedding last week was lovely.
train,Lyn,44,Evaluation,Orientation,Not Story,1,Evaluation,Evaluation,"And while I wish I could've stayed for the dancing and the cake and the after party, really I was just glad to see such old friends so happy."
train,Lyn,44,Evaluation,Orientation,Not Story,1,Evaluation,Evaluation,"What was a crushing disappointment, was the fact that when we left the wedding at 10:30, stuffed with mediocre food, we were in no mood to hit up a nearby White Castle."
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"And maybe it's my Jersey showing, but there is no better drinking food in the world."
train,Lyn,44,Orientation,Evaluation,Evaluation,2,Evaluation,Evaluation,It brings me back to getting and splitting a giant bag of wee square burgers with my family as a kid.
train,Lyn,44,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Indeed, White Castle was even where I had my second ""car accident"" if you could even call it that."
train,Lyn,44,Orientation,Orientation,Orientation,3,Orientation,Orientation,"I was 18, back for my summer after freshman year of college."
train,Lyn,44,Orientation,Orientation,Orientation,3,Orientation,Orientation,"My mother and siblings were in Italy,"
train,Lyn,44,Orientation,Orientation,Orientation,3,Orientation,Orientation,so it was just me and Dad.
train,Lyn,44,Orientation,Action,Action,2,Action,Action,I went to a girlfriend's party
train,Lyn,44,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"and since I was maybe the best kid in the world, I didn't drink at all as I knew I was driving."
train,Lyn,44,Orientation,Action,Stative - Implied Action,1,Action,Action,"I promised to drive my friend Jeff, who just graduated from high school, home."
train,Lyn,44,Action,Action,Action,3,Action,Action,He begged and pleaded to go to the Castle for a snack.
train,Lyn,44,Orientation,Orientation,Evaluation,2,Orientation,Orientation,"I was a vegetarian at the time, so they certainly were not for me."
train,Lyn,44,Action,Action,Action,3,Action,Action,We go through the drive through
train,Lyn,44,Action,Action,Action,3,Action,Action,and after grabbing the bag I managed to drop my wallet (inside the car) alongside the door and the seat.
train,Lyn,44,Action,Action,Action,3,Action,Action,I reached down to grab it and BUMP went over the curb.
train,Lyn,44,Action,Evaluation,Evaluation,2,Evaluation,Evaluation,"Naturally I panicked,"
train,Lyn,44,Action,Action,Action,3,Action,Action,"hit the gas,"
train,Lyn,44,Action,Action,Action,3,Action,Action,"and went right over a ""DO NOT PARK HERE"" sign."
train,Lyn,44,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,This trip over the curb and sign from the drive through window was all of five feet mind you.
train,Lyn,44,Stative - Consequence,Stative - Consequence,Stative - Consequence,3,Stative - Consequence,Action,"Of course, the sign lay on the floor"
train,Lyn,44,Stative - Consequence,Stative - Consequence,Stative - Consequence,3,Stative - Consequence,Action,but there was something under my car.
train,Lyn,44,Stative - Consequence,Stative - Consequence,Stative - Consequence,3,Stative - Consequence,Action,Stuck.
train,Lyn,44,Stative - Consequence,Stative - Consequence,Stative - Consequence,3,Stative - Consequence,Action,Dragging.
train,Lyn,44,Action,Action,Action,3,Action,Action,So I pull over in the lot
train,Lyn,44,Stative- Local Context,Stative- Local Context,Stative - Consequence,2,Stative- Local Context,Orientation,and lo and behold: A Bike!
train,Lyn,44,Stative- Local Context,Stative- Local Context,Stative - Consequence,2,Stative- Local Context,Orientation,A thoroughly stuck bike.
train,Lyn,44,Action,Action,Action,3,Action,Action,"So, being quite chivalrous, Jeff comes out to try and pull out the bike."
train,Lyn,44,Action,Action,Action,3,Action,Action,He squatted like a frog and pulled and pulled.
train,Lyn,44,Stative - Consequence,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,His face was red with concentration and wet from the humidity.
train,Lyn,44,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,"Jeff, so you know is all of 5'9"" and at the time probably weighed a cool 140 pounds."
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,Quite the visual.
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"(Miss that kid, hilariously now a state trooper, HA!)"
train,Lyn,44,Action,Action,Action,3,Action,Action,Of course some little older guy (40? 50?) comes out
train,Lyn,44,Stative- Local Context,Stative - Consequence,Stative - Consequence,2,Stative - Consequence,Action,and it turns out I just destroyed his bike.
train,Lyn,44,Action,Action,Action,3,Action,Action,Finally two much larger individuals (bikers! yay!) managed to fanagle the bike from under my car
train,Lyn,44,Action,Action,Action,3,Action,Action,and I drove away home promising the bike owner that I would replace it.
train,Lyn,44,Action,Action,Action,3,Action,Action,"I drop Jeff home,"
train,Lyn,44,Action,Action,Action,3,Action,Action,go home myself
train,Lyn,44,Action,Action,Action,3,Action,Action,and notice the smell of gas.
train,Lyn,44,Stative- Local Context,Stative- Local Context,Stative- Local Context,3,Stative- Local Context,Orientation,"My father, a mechanic, was asleep being that it was 2 in the morning."
train,Lyn,44,Action,Action,Action,3,Action,Action,"So I go up to his bed and whisper,"
train,Lyn,44,Evaluation,Stative- Local Context,Stative- Local Context,2,Stative- Local Context,Orientation,"Hey Dad, ran over a bike, uh, my gas is leaking."
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,G'night!
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"BYE!"""
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Um, perhaps not my finest."
train,Lyn,44,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"But I tell you, whenever I drive on Route 22 or see a White Castle, I'll be damned if the picture of some terminally geeky, skinny high school grad trying with all his might to pull a mangled bike from out of '92 Dodge Shadow's gas tank doesn't pop into my head every time."
train,Lyn,45,Orientation,Orientation,Orientation,3,Orientation,Orientation,"Patriotism Swells in the Heart of the American BearMonday evening,"
train,Lyn,45,Action,Action,Orientation,2,Action,Action,I wandered to the back of the staging area
train,Lyn,45,Action,Action,Orientation,2,Action,Action,and set our bag of Togo's sandwiches on a small table.
train,Lyn,45,Orientation,Action,Orientation,2,Orientation,Orientation,A few other groups had arrived beforehand
train,Lyn,45,Orientation,Action,Orientation,2,Orientation,Orientation,"and staked out their small territories,"
train,Lyn,45,Orientation,Action,Orientation,2,Orientation,Orientation,setting up folding chairs and blankets while their kids ran around screaming themselves into exhaustion.
train,Lyn,45,Action,Action,Action,3,Action,Action,I glanced up toward the movie screen hanging from three pulleys atop the OC Performing Arts Center
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"but found it difficult to keep my eyes open in the warm, setting sun."
train,Lyn,45,Action,Action,Action,3,Action,Action,"Groups of one to two people intermittently walked into the staging area from the left and right,"
train,Lyn,45,Action,Action,Action,3,Action,Action,scanning the concrete for the best view of the screen.
train,Lyn,45,Action,Action,Action,3,Action,Action,CM phoned that he was in the parking structure across the street and would meet me soon
train,Lyn,45,Action,Action,Action,3,Action,Action,so I wiped the table as best I could
train,Lyn,45,Action,Action,Action,3,Action,Action,"then removed the sandwiches, chips and plastic bottles of soda from the bag,"
train,Lyn,45,Action,Action,Action,3,Action,Action,arranging them on the small space in order to be able to eat
train,Lyn,45,Evaluation,Action,Action,2,Action,Action,and to watch the movie at the same time.
train,Lyn,45,Orientation,Orientation,Orientation,3,Orientation,Orientation,"For the past few Mondays, the OC Performing Arts Center had been screening movie musicals for free with huge tournouts for Easter Parade and Grease."
train,Lyn,45,Evaluation,Action,Orientation,1,Evaluation,Evaluation,"This week, we decided to take advantage and watch The Muppet Movie, a film that I hadn't seen in at least 15 years."
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,"Silly, childish humor with a little bit of adult fun thrown in,"
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I'd forgotten how great the music is and just how many old-time Hollywood celebrities had cameos.
train,Lyn,45,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,"Bob Hope, Orson Welles, Edgar Bergen and Charlie McCarthy."
train,Lyn,45,Orientation,Stative- Local Context,Orientation,2,Orientation,Orientation,"Mel Brooks, Carole Kane (""That's a myth. Myth!"" ""Yeth?""), Madeline Kahn, Telly Savalas, Richard Pryor."
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,(CM figured that more than half the people in the audience had no idea who those people were.)
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,And all those memorable quotes!!
train,Lyn,45,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,What fun it was to see it again!
test,Lyn,46,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I feel soo guilty because I haven't gone to the studio in ages.
test,Lyn,46,Evaluation,Evaluation,Evaluation,3,Evaluation,Evaluation,I really wanted to get some real art (meaning I do it for myself and no one else) done instead of making purses all day.
test,Lyn,46,Orientation,Orientation,Orientation,3,Orientation,Orientation,I have been really busy with silkscreen and stencil art...but ...
test,Lyn,46,Not Story,Not Story,Not Story,3,Not Story,Not Story,Read and post comments | Send to a friend
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,I met Frank twice on my way to and from the Yukon this summer.
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,When he passed through Calgary yesterday he stopped in for a whirlwind visit.
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,Frank is a teacher
train,Lyn,47,Orientation,Orientation,Orientation,3,Orientation,Orientation,and is headed home to Toronto on a pretty tight schedule.
